name,start,size,arch,seed,frac,method,opt_key,opt_kind,lr,momentum,steps,dev_bce,dev_clean_bce,train_error,final_loss,init_state_sha256,init_sha256_o01,final_state_sha256,clean_state_sha256,clean_checkpoint_sha256,clean_candidate,checkpoint_sha256,batch_order_sha256,flips_used,preserves_used,replay_points,forwards_per_step,total_forward_passes,total_backward_passes,train_sha256,flip_sha256,preserve_sha256,dev_sha256,eval_sha256,wall_seconds,J,atomic_pass,AB_pass
warm_4N_sixdist_s11_f100_plain_sgd_m09_lr0.003,warm,4N,sixdist,11,100,plain,sgd_m09_lr0.003,sgd,0.003,0.9,300,0.08025481551885605,0.3395761251449585,0.00634765625,0.09754366427659988,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,30a741f58ec2c2a3fdf88d0269dbb7146e4a6e4f2708d45ed23ab5611ae5d0fc,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,7cee025f7249e40cfefd27158791d2f9538352028d5c2a499f2e3034f8cb2b65,2226cb57f55dc5723c6244d0f2299ae3a943e50964d35bda827489b4f53e6f71,6390,0,2048,10486,3145800,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.9872839376330376,0.7518307567127747,0.8600488201790073,0.8917819365337672
warm_4N_sixdist_s11_f100_plain_sgd_m09_lr0.01,warm,4N,sixdist,11,100,plain,sgd_m09_lr0.01,sgd,0.01,0.9,300,0.061244770884513855,0.3395761251449585,0.00146484375,0.043610699474811554,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,7eb093a550d21a21e5c46e6003718f2237fe8212a8ccd70f442d334a33c66bfe,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,06750d1be80eb64cbe93908c3905cb2c7e7c462ebfe49b34478aaf996dac2a36,2226cb57f55dc5723c6244d0f2299ae3a943e50964d35bda827489b4f53e6f71,6390,0,2048,10486,3145800,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,3.003801442682743,0.8315703824247356,0.8958502847843776,0.9349064279902359
warm_4N_sixdist_s11_f100_preserve_flip_balanced_lr0.001,warm,4N,sixdist,11,100,preserve_flip_balanced,lr0.001,adam,0.001,,300,0.05612480640411377,0.3395761251449585,0.0,0.0510728657245636,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,109b3dc1be008f84bb3fe315632f4568660cea97b4d359db57ac96d60a8dce54,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,c292e67ae15ad1b9f59b0539437ec47d3846657c73a7e2a37bed6cbd33e5eea5,ba24364b1461595c566668edbe62814baf0f55c5f66f4af0167976b04eedad7d,3195,3195,2048,10486,3145800,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.949977219104767,0.8209926769731489,0.9267697314890154,0.8925956061838893
warm_4N_sixdist_s11_f100_preserve_flip_balanced_lr0.003,warm,4N,sixdist,11,100,preserve_flip_balanced,lr0.003,adam,0.003,,300,0.06789708137512207,0.3395761251449585,0.0,0.049056362360715866,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,70b97c962ca139eede52941e76d97badf56ee11b35251ef426cb96a685df818e,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,a419398452fedd2d05bd9cde7a19c9cb41839335c91bfebf6f05da3b0331e00c,ba24364b1461595c566668edbe62814baf0f55c5f66f4af0167976b04eedad7d,3195,3195,2048,10486,3145800,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.8167898282408714,0.8136696501220505,0.9161920260374288,0.8966639544344996
warm_4N_sixdist_s11_f100_preserve_flip_balanced_lr0.01,warm,4N,sixdist,11,100,preserve_flip_balanced,lr0.01,adam,0.01,,300,0.05360209941864014,0.3395761251449585,0.0,0.04461919143795967,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,674511995cf14735a4ba5d22a878bac247655502a08761012dfe7cd8a4ec961b,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,2f5bccbf6b480e696fc08af0927f616c3e586ba9950929f1a481059b241c30fe,ba24364b1461595c566668edbe62814baf0f55c5f66f4af0167976b04eedad7d,3195,3195,2048,10486,3145800,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.9323964715003967,0.8559804719283971,0.9292107404393816,0.9267697314890154
warm_4N_sixdist_s11_f100_protection_lr0.001,warm,4N,sixdist,11,100,protection,lr0.001,adam,0.001,,300,0.07044468075037003,0.3395761251449585,0.001953125,0.1175074577331543,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,33968b643c663df2e97267a9732e8bfbffab38f94179dea780f6a949ff78726f,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,1b0f259598306f4dd1e19b2805c8437e7188b788ecb7a12b490a27096634aa62,2226cb57f55dc5723c6244d0f2299ae3a943e50964d35bda827489b4f53e6f71,6390,0,2048,10486,3145800,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,3.0590478628873825,0.7868185516680228,0.8958502847843776,0.8909682668836453
warm_4N_sixdist_s11_f100_protection_lr0.003,warm,4N,sixdist,11,100,protection,lr0.003,adam,0.003,,300,0.06330378353595734,0.3395761251449585,0.00146484375,0.09749621897935867,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,4e92f1c35fc26ed6176e20e19aaf54abf43114fda24fcd9fa37129ba92998974,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,6b4b9daf6d1c311101101a5f0352bd79a7dd24c455b3274d03d5abbc550a4692,2226cb57f55dc5723c6244d0f2299ae3a943e50964d35bda827489b4f53e6f71,6390,0,2048,10486,3145800,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,3.132132686674595,0.8128559804719284,0.9048006509357202,0.9080553295362083
warm_4N_sixdist_s11_f100_protection_lr0.01,warm,4N,sixdist,11,100,protection,lr0.01,adam,0.01,,300,0.05257546529173851,0.3395761251449585,0.00048828125,0.09346790611743927,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,9cc34ff9075740f983e12c3459073e7dc06f5cb622ce3af012c2cda3884e33c7,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,0e94b704acbe91a56519c8489380824fd2794d81f114bbdad1936f26b74b8d65,2226cb57f55dc5723c6244d0f2299ae3a943e50964d35bda827489b4f53e6f71,6390,0,2048,10486,3145800,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.7707539796829224,0.7949552481692432,0.8942229454841334,0.8999186330349878
warm_4N_sixdist_s11_f25_hard_replay_lr0.001,warm,4N,sixdist,11,25,hard_replay,lr0.001,adam,0.001,,300,0.09242788702249527,0.3395761251449585,0.00146484375,0.06259635090827942,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,5a9a36f9cee67c37adf4a43156ffc5a72f3161f6d9ba24c43d38116bc96d4e3a,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,fe1c519c238749e43ea743327d252114eb93707113c90bc26bd40545e4064c83,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.0327579751610756,0.7615947925142392,0.8901545972335232,0.871440195280716
warm_4N_sixdist_s11_f25_hard_replay_lr0.003,warm,4N,sixdist,11,25,hard_replay,lr0.003,adam,0.003,,300,0.08145394176244736,0.3395761251449585,0.00048828125,0.03257478028535843,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,701ca08c216fb37fe2155d1d4ffc400d3fb15b33b14add6ccbb22fdb78cc2241,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,8afe8964c21da66245e1731c928e735081d246a002695aff59136346a0385069,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.9882728829979897,0.772986167615948,0.8909682668836453,0.8820179007323027
warm_4N_sixdist_s11_f25_hard_replay_lr0.01,warm,4N,sixdist,11,25,hard_replay,lr0.01,adam,0.01,,300,0.0642043799161911,0.3395761251449585,0.00048828125,0.04521982744336128,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,8df47d8767f6c3903814ac0bc86633e90c48e880b80ff87d553253fecf0f2aac,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,69b8ed2e5ae9dfbd15eb7835eae83c716334ec6a344dee6a84a4f629cbab3878,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.8812736049294472,0.7933279088689992,0.8958502847843776,0.8958502847843776
warm_4N_sixdist_s11_f25_plain_adam_lr0.0005_steps600,warm,4N,sixdist,11,25,plain,adam_lr0.0005_steps600,adam,0.0005,,600,0.0806427150964737,0.3395761251449585,0.001953125,0.039424192160367966,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,96581f99d66fde48300da94a1b600545875f6b213362b737da137a373d34952c,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,5f08361620f8494688726ad4785ebadfac49e8a013d21153340677deb5842751,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,3415800,600,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,3.944608323276043,0.7575264442636289,0.8836452400325467,0.8738812042310822
warm_4N_sixdist_s11_f25_plain_lr0.001,warm,4N,sixdist,11,25,plain,lr0.001,adam,0.001,,300,0.08939054608345032,0.3395761251449585,0.00341796875,0.05842863395810127,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,7fb9c6d1a631c9739e19edba41282e205622f2e66323cd72b453f2b2aaa09272,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,b8b9dcd1ad1c9018755de73f482a0c5eeaa36f8432e01f55efe0c076fd956536,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.6124977096915245,0.7558991049633849,0.8852725793327909,0.870626525630594
warm_4N_sixdist_s11_f25_plain_lr0.003,warm,4N,sixdist,11,25,plain,lr0.003,adam,0.003,,300,0.07507236301898956,0.3395761251449585,0.00146484375,0.025545775890350342,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,28be8fa7a655e0e64ac7ff4ac102e07d159680cf1a673d1a43da20c51a17685b,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,a27be81d3a40062cf6c1c3771a3c5bef8a91fad19ca4c6a0f6f90705f3c72e48,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.6647812873125076,0.7770545158665582,0.8901545972335232,0.886899918633035
warm_4N_sixdist_s11_f25_plain_lr0.01,warm,4N,sixdist,11,25,plain,lr0.01,adam,0.01,,300,0.06325461715459824,0.3395761251449585,0.00341796875,0.030311519280076027,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,00b6c15c3e74c42e3bbfd54cada45cf4c97d72b32790dbabb80ad025a23e76c9,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,37b26ab5f88d4e756ded8e223171f1f549b81b1e11c1695fbdb50312825cbc92,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.6444899514317513,0.7794955248169243,0.8787632221318145,0.8982912937347437
warm_4N_sixdist_s11_f25_plain_sgd_m09_lr0.003,warm,4N,sixdist,11,25,plain,sgd_m09_lr0.003,sgd,0.003,0.9,300,0.09938013553619385,0.3395761251449585,0.00439453125,0.0727744773030281,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,e84df34248c4ad7c1f422f915373db320109da323802a5710ea4e989b0388e8d,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,3957c49c4f522b608921d3f9cb4c1c35241d6f40b20938197c1ab2360ea4e441,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.6754018664360046,0.7485760781122864,0.869812855980472,0.8787632221318145
warm_4N_sixdist_s11_f25_plain_sgd_m09_lr0.01,warm,4N,sixdist,11,25,plain,sgd_m09_lr0.01,sgd,0.01,0.9,300,0.08968572318553925,0.3395761251449585,0.00048828125,0.028858955949544907,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,b40056ca125d0c2b2f3f9d915885632ef1f1c3d92548d4b1ff72dceaccc6853b,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,bd73667b010415952b9051028919a2eaf740a7f8b1f81c2a73527a6872bcf582,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.9109603017568588,0.7851912123677787,0.8909682668836453,0.8942229454841334
warm_4N_sixdist_s11_f25_preserve_flip_balanced_lr0.001,warm,4N,sixdist,11,25,preserve_flip_balanced,lr0.001,adam,0.001,,300,0.1442878097295761,0.3395761251449585,0.00048828125,0.03159834071993828,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,69b6487373794536779dbfb8270cf3c2ea99793df39d29510ee119d4d52cac75,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,e416cc89d1f86458416ad091c0356e2d614725ab9d6f601195f1e7a7b1c1fe21,35652752e7eaf72ac7359f6ab709f8fc989925baa8523691b56ef2dfd0cf6b2b,798,799,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.6861360296607018,0.7615947925142392,0.903173311635476,0.8567941415785191
warm_4N_sixdist_s11_f25_preserve_flip_balanced_lr0.003,warm,4N,sixdist,11,25,preserve_flip_balanced,lr0.003,adam,0.003,,300,0.16266900300979614,0.3395761251449585,0.0,0.023734720423817635,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,761d48b7c84d453f01d211cbcb4add71c7e1dbccd6575701b804c3e35fb37b06,2ba33a755029eb3aca06d968c415781f53cd644b352718431baf3ea67ec7ec21,c0ba3e5bc17f6aec17850d2e7805e5a8074d92aedf91d11052442481a1093ba7,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,4N_sixdist_s11_f0_lr0.001,4da3086fb997e118a8438be11f1ec934c57a8bbf0fa587715da008d6820e275a,35652752e7eaf72ac7359f6ab709f8fc989925baa8523691b56ef2dfd0cf6b2b,798,799,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.7264261916279793,0.7485760781122864,0.8730675345809601,0.8722538649308381
